agent_id,agency_name,municipality_id,municipality_fullName,membership,membership_current,quota,quota_current,price,trial,accountManager,secondaryAccountManager,entrustments,search_requests,agent_developer,properties,different_level4_areas_of_properties,has_alerts,searches_without_alert,searches_with_alert,specialty_5,specialty_10,specialty_30,value_12m,membership_12m,lvl2_areas_receive_entrustments
12732,DISCOVERY REAL ESTATE,2217,Palaio Faliro (Athens - South),Expert Quota,Expert,80,80,1166.01,no,Christos Koulikis,Anastasia Kyprioti,1830,4234,agent,56,26,1,0,3,1,1,0,2106,1139,6
12737,WeReal,2033,Neos Kosmos (Athens),Expert Quota,Expert,500,500,2248.19,no,Foteini Koutsogianni,Stellina Sakkali,2839,6837,agent,84,40,1,0,1,4,0,0,4304,2144,7
12752,Master Home Real Estate,2099,Kentro (Athens),Brand Quota,Brand,1500,1500,2709.68,no,Vassiliki Stamouli,Filitsa Skoura,2752,2419,agent,1088,146,0,0,0,67,35,8,2672,2672,9
12764,Uniland,499118,Xirokrini - Panagia Faneromeni (Thessaloniki - Municipality),Brand Plus Quota,Brand Plus,30,30,561.0,no,Manos Daskalakis,Seirina Gkikodima,1649,1360,agent,27,14,0,0,0,2,0,0,601,601,4
12778,ΠΑΠΑΓΙΑΝΝΟΠΟΥΛΟΥ ΓΕΩΡΓΙΑ,3659,Sikiona (Corinthia),Brand Quota,Brand,130,130,555.74,no,Vassiliki Stamouli,Ioanna Katsou,270,30,agent,97,8,0,0,0,3,3,1,499,499,4
12780,UPSTREET,2122,Chalandri (Athens - North),Brand Quota,Brand,30,30,330.0,no,Marilena Gkikopoulou,Ioanna Katsou,0,1666,agent,30,12,0,0,0,2,0,0,378,378,0
12796,RENT PANDA,3549,Kavala (Kavala Prefecture),Brand Quota,Brand,150,150,314.52,no,Nikos Kapiniaris,Filitsa Skoura,122,94,agent,47,3,0,0,0,1,1,1,921,576,1
12801,PSARRAKIS Real Estate,3400,Eretria (Evia),Expert Quota,Expert,30,30,825.0,no,Theodosis Tsiavos,Konstantinos Koutsoupas,412,59,agent,21,3,0,0,0,1,1,0,875,805,1
12805,ΜΑΝΙΟΥΔΑΚΗΣ REAL ESTATE,499721,Kaminia - Palaia Kokkinia (Piraeus),Brand Plus Quota,Brand Plus,150,150,937.9,no,Theodosis Tsiavos,Ioanna Katsou,2231,2094,agent,102,53,0,0,0,6,1,0,1066,911,12
12810,GEOAXIS,2101,Agia Paraskevi (Athens - North),Brand Quota,Brand,60,30,330.0,no,Nikos Kapiniaris,Seirina Gkikodima,103,261,agent,26,10,0,0,0,1,1,0,460,309,1
12832,REMAX Analogia,2907,Kalamaria (Thessaloniki - Suburbs),Expert Quota,Expert,250,250,1781.19,no,Maria Retsina,Seirina Gkikodima,1509,3410,agent,225,52,1,0,5,11,5,1,4696,1588,3
12837,VDproperties,2408,Paiania (Athens - East),Brand Quota,Brand,30,30,295.52,no,Nikos Kapiniaris,Anastasia Kyprioti,2078,81,agent,30,10,0,0,0,2,1,0,348,291,5
12850,Apartments,3823,Kalamata (Messinia),Brand Quota,Brand,30,30,330.0,no,Alexandros Zanias,Filitsa Skoura,889,187,agent,4,2,0,0,0,0,0,0,507,318,2
12864,Vero Real Estate,499115,Center of Thessaloniki (Thessaloniki - Municipality),Brand Plus Quota,Brand Plus,50,50,748.42,no,Marilena Gkikopoulou,Filitsa Skoura,1864,2746,agent,48,21,0,0,0,2,0,0,1216,702,4
12867,YESTAYHOMES,2302,Aigaleo (Athens - West),Expert Quota,Expert,220,220,1590.0,no,Christos Koulikis,Giorgos Koutsobinas,1887,4290,agent,219,19,1,0,12,9,6,2,14182,1507,3
12870,The Real Estate Company Of Greece (R-E Ε.Π.Ε.),2205,Voula (Athens - South),Brand Quota,Brand Plus,30,30,330.0,no,Nikos Michail,Konstantinos Koutsoupas,1739,128,agent,11,10,0,0,0,0,0,0,714,289,12
12882,Κ.ΚΟΥΜΟΥΤΣΗΣ &amp; ΣΙΑ Ο.Ε.,3685,Paros (Cyclades),Expert Quota,Expert,30,30,742.5,no,Eirini Tsigonia,Marios Dounias,51,59,agent,28,1,1,0,1,1,1,0,1776,711,1
12886,ΚΡΗΤΙΚΑΚΗ ΑΦΡΟΔΙΤΗ,3749,Ierapetra (Lasithi Prefecture),Expert,Expert,100,100,870.88,no,Eirini Tsigonia,Vassia Roga,255,212,agent,41,4,0,0,0,1,1,1,1181,812,2
12900,Civil&#039;s,2904,Evosmos (Thessaloniki - Suburbs),Brand Quota,Brand,50,50,434.0,no,Stathis Koutmeridis,Ioanna Katsou,0,193,agent,24,12,0,0,0,1,1,0,779,425,0
12952,ROUMPOS REAL ESTATE,2122,Chalandri (Athens - North),Expert Quota,Expert,130,130,1497.81,no,Stathis Koutmeridis,Giorgos Koutsobinas,84,2759,agent,85,55,0,0,0,2,0,0,3310,1355,1
12983,ithacagreece.com Real Estate,3612,Ithaki (Kefallinia Prefecture),Brand Plus Quota,Brand Plus,50,50,699.74,no,Nikos Kapiniaris,Konstantinos Koutsoupas,27,154,agent,50,2,0,0,0,1,1,1,664,597,1
12989,ΜΒ PROPERTIES REAL ESTATE,2099,Kentro (Athens),Brand Quota,Brand,30,30,329.84,no,Eirini Tsigonia,Giorgos Koutsobinas,1188,1300,agent,29,20,0,0,0,0,0,0,434,434,3
13011,CITY-SPOT REAL ESTATE,6009,Kolonaki - Lykavittos (Athens - Center),Brand Plus,Brand Plus,30,30,0.0,yes,Vassia Roga,Vassia Roga,109,38,agent,4,4,0,0,0,0,0,0,0,0,8
13016,MASTER AGENCY,3301,Patra (Achaia),Brand Plus Quota,Brand Plus,350,350,1385.76,no,Maria Retsina,Seirina Gkikodima,1146,1169,agent,331,34,0,0,0,12,8,1,2109,1591,12
13018,RESTART PROPERTIES REAL ESTATE,3699,Githeio (Lakonia),Brand Quota,Brand,50,50,404.09,no,Manos Daskalakis,Seirina Gkikodima,614,35,agent,47,7,0,0,0,2,1,1,600,351,4
13023,Sithon Real Estate,4027,Toroni (Chalkidiki),Brand Plus Quota,Brand Plus,450,450,1489.2,no,Alexandros Zanias,Ioanna Katsou,48,863,agent,440,15,0,0,0,3,2,1,2744,1370,1
13026,Seaside property,3834,Pilos (Messinia),Brand Quota,Brand,50,50,449.0,no,Vassiliki Stamouli,Filitsa Skoura,134,26,agent,48,6,0,0,0,3,2,0,687,369,1
13041,Ακίνητα Κοντζίνου,2099,Kentro (Athens),Expert Quota,Expert,30,30,742.98,no,Christos Koulikis,Ioanna Katsou,961,2909,agent,29,20,1,0,50,0,0,0,948,678,2
13059,RES-Greece,499115,Center of Thessaloniki (Thessaloniki - Municipality),Expert Quota,Expert,100,100,1396.13,no,Maria Retsina,Filitsa Skoura,1894,662,agent,84,12,1,0,2,7,3,0,3758,1305,5
13073,MY FLAT ΙΚΕ,499124,Voulgari - Ntepo - Martiou (Thessaloniki - Municipality),Developer Quota,Brand,6,0,425.96,no,Christos Koulikis,Giorgos Koutsobinas,0,442,developer,2,2,0,0,0,0,0,0,221,221,0
13078,Εξέλιξις Κτηματομεσιτική,3790,Volos (Magnesia),Expert Quota,Expert,450,450,1971.0,no,Vassiliki Stamouli,Konstantinos Koutsoupas,149,706,agent,416,24,1,0,8,11,5,2,2516,1844,1
13082,RE/MAX Creative,3892,Foinikas (Rethymno Prefecture),Expert Quota,Expert,200,200,1456.23,no,Stathis Koutmeridis,Ioanna Sampani,52,579,agent,178,15,1,0,8,7,6,3,3323,1370,1
13093,Special Homes Real Estate,2015,Ilisia (Athens),Expert Quota,Expert,550,550,1945.48,no,Nikos Michail,Vassia Roga,2904,9657,agent,544,136,1,0,25,39,16,1,4537,1865,5
13118,ASPIS REAL ESTATE ΑΜΠΕΛΟΚΗΠΟΙ-ΨΥΧΙΚΟ,6002,Ampelokipoi - Pentagon (Athens),Expert Quota,Expert,700,700,2834.68,no,Maria Retsina,Filitsa Skoura,291,3696,agent,686,18,1,0,15,10,10,6,2707,2707,3
13125,LIFE HOUSES IKE,499112,Center - Port (Piraeus),Brand Quota,Brand,30,30,330.0,no,Christos Koulikis,Stellina Sakkali,2080,243,agent,14,12,0,0,0,0,0,0,330,330,6
13161,Blue home,2099,Kentro (Athens),Brand Plus Quota,Brand Plus,100,100,871.0,no,Vassiliki Stamouli,Marios Dounias,1855,1892,agent,46,22,0,0,0,3,0,0,1481,867,3
13173,Brik,2099,Kentro (Athens),Expert Quota,Expert,30,30,825.0,no,Maria Retsina,Ioanna Katsou,888,1942,agent,23,14,1,0,6,0,0,0,2929,1251,3
13176,Ακινητα Λαρισα,3734,Larisa (Larissa Prefecture),Brand Quota,Brand,30,30,330.65,no,Manos Daskalakis,Giorgos Koutsobinas,247,95,agent,27,12,0,0,0,1,1,0,330,330,2
13188,Kazakos Real Estate,6002,Ampelokipoi - Pentagon (Athens),Brand Plus Quota,Brand Plus,750,750,2123.46,no,Alexandros Zanias,Ioanna Sampani,4393,7363,agent,502,116,0,0,0,36,12,0,1945,1945,18
13206,ΖΟΙΑ,2099,Kentro (Athens),Developer Quota,Brand,50,0,680.0,no,Alexandros Zanias,Ioanna Sampani,0,2306,developer,11,7,0,0,0,0,0,0,1576,680,0
13214,CHOLEVAS DEVELOPMENT,3945,Kalampaka (Trikala Prefecture),Brand Plus Quota,Brand Plus,30,30,561.0,no,Marilena Gkikopoulou,Ioanna Katsou,64,20,agent,7,2,0,0,0,1,0,0,785,530,2
13218,LAND SEA PROPERTIES,2918,Oreokastro (Thessaloniki - Suburbs),Brand Quota,Brand,30,30,330.0,no,Marilena Gkikopoulou,Anastasia Kyprioti,730,190,agent,9,6,0,0,0,0,0,0,766,330,5
13227,REMAX Homes,2202,Argyroupoli (Athens - South),Expert Quota,Expert,500,500,2247.0,no,Marilena Gkikopoulou,Marios Dounias,2531,6930,agent,440,87,1,0,27,20,15,4,4659,2207,7
13235,MAISON NOUVELLE,2907,Kalamaria (Thessaloniki - Suburbs),Brand Plus Quota,Brand Plus,100,100,949.19,no,Foteini Koutsogianni,Thodoris Mistiloglou,1512,3547,agent,98,34,0,0,0,3,1,1,1392,883,3
13244,Delfi Properties,2099,Kentro (Athens),Expert Quota,Expert,1000,1000,4400.48,no,Marilena Gkikopoulou,Giorgos Koutsobinas,2,9985,agent,895,335,0,0,0,55,12,0,9590,4224,0
13257,Find Real Estate,2038,Petralona (Athens),Brand Plus Quota,Brand Plus,200,200,1166.01,no,Marilena Gkikopoulou,Ioanna Sampani,2364,5982,agent,166,63,0,0,0,11,1,0,1510,1324,5
13261,MY NEW HOUSE BAKO,499115,Center of Thessaloniki (Thessaloniki - Municipality),Brand Plus Quota,Brand Plus,30,30,561.0,no,Vassia Roga,Vassia Roga,419,1203,agent,7,1,0,0,0,1,0,0,391,316,1
13267,ΔΙΑΜΕΝΩ,499115,Center of Thessaloniki (Thessaloniki - Municipality),Expert Quota,Expert,30,30,825.0,no,Alexandros Zanias,Filitsa Skoura,1117,717,agent,17,12,1,0,7,0,0,0,301,251,6
